,dtahorgeracao,nroempresa,nrocarga,coddepossepar,destino,tipentrega,pesototal,mcubtotal,especieendereco,nrobox,statuscarga,valorcarga,seqpessoa,sequenciacliente,sequenciarota,tiplote,tipseparacao,coddepossepar,qtdembsolicitada,qtdembseparada,codrua,nropredio,nroapartamento,nrosala,especieendereco,indterreoaereo,qtdatual,statusendereco,tipespecie,seqproduto,desccompleta,reffabricante,especificdetalhada,pzovalidadedia,indprecozerobalanca,seqfamilia,tipcodigo,codacesso,qtdproduto,qtdunidemb,altura,largura,profundidade,pesobruto,pesoliquido
0,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,38924,1,1,FA,FR,01,1.0,1.0,R10,71,1,202,A,T,119.0,O,P,677,DA FILO OREGANO 50GR,,50 GR,730.0,N,496,E,7896707600420,1.0,1.0,2.0,11.0,15.0,0.052,0.05
1,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,38924,1,1,FA,FR,01,1.0,1.0,R10,71,1,202,A,T,119.0,O,P,677,DA FILO OREGANO 50GR,,50 GR,730.0,N,496,I,1340917,1.0,1.0,2.0,11.0,15.0,0.052,0.05
2,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,38924,1,1,FA,FR,01,1.0,1.0,R10,30,1,101,A,T,84.0,O,P,673,DA FILO LOURO 20GR,,20 GR,730.0,N,492,B,56,12.0,12.0,8.0,22.0,30.0,0.301,0.301
3,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,38924,1,1,FA,FR,01,1.0,1.0,R10,30,1,101,A,T,84.0,O,P,673,DA FILO LOURO 20GR,,20 GR,730.0,N,492,E,7896707600161,1.0,1.0,2.0,11.0,18.0,0.022,0.022
4,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,38924,1,1,FA,FR,01,1.0,1.0,R10,30,1,101,A,T,84.0,O,P,673,DA FILO LOURO 20GR,,20 GR,730.0,N,492,I,1323514,1.0,1.0,2.0,11.0,18.0,0.022,0.022
5,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,6.0,6.0,R02,85,1,101,A,T,432.0,O,P,21162,INSET MAT INSET REFIL LIQ CT 12 UN UN L60P45,402011,12 UN,720.0,N,20319,D,17897664168685,12.0,12.0,9.2,15.2,5.0,0.88,0.34
6,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,6.0,6.0,R02,85,1,101,A,T,432.0,O,P,21162,INSET MAT INSET REFIL LIQ CT 12 UN UN L60P45,402011,12 UN,720.0,N,20319,E,7897664168688,1.0,1.0,8.5,4.5,1.0,0.05,0.028
7,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,6.0,6.0,R01,44,1,101,A,T,914.0,O,P,1815,SAPONACEO CRISTAL PASTA ROSA 500GR,,500 GR,365.0,N,1334,D,07896060400743,24.0,24.0,17.5,42.0,33.0,13.653,12.2
8,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,6.0,6.0,R01,44,1,101,A,T,914.0,O,P,1815,SAPONACEO CRISTAL PASTA ROSA 500GR,,500 GR,365.0,N,1334,E,7896060400262,1.0,1.0,8.5,10.0,10.0,0.584,0.5
9,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,6.0,6.0,R01,44,1,101,A,T,914.0,O,P,1815,SAPONACEO CRISTAL PASTA ROSA 500GR,,500 GR,365.0,N,1334,I,2070312,1.0,1.0,8.5,10.0,10.0,0.584,0.5
10,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,1.0,1.0,R02,88,1,203,A,T,279.0,O,P,912,OLEO PEROBA KING 100ML,600026,100 ML,365.0,N,669,B,125,6.0,6.0,12.5,17.0,5.5,0.63,0.6
11,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,1.0,1.0,R02,88,1,203,A,T,279.0,O,P,912,OLEO PEROBA KING 100ML,600026,100 ML,365.0,N,669,D,27890191901012,24.0,24.0,13.0,18.0,26.0,2.636,2.4
12,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,1.0,1.0,R02,88,1,203,A,T,279.0,O,P,912,OLEO PEROBA KING 100ML,600026,100 ML,365.0,N,669,E,78901919,1.0,1.0,12.5,3.3,5.5,0.104,0.1
13,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,1.0,1.0,R02,88,1,203,A,T,279.0,O,P,912,OLEO PEROBA KING 100ML,600026,100 ML,365.0,N,669,I,1678610,1.0,1.0,12.5,3.3,5.5,0.104,0.1
14,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,18,1,101,A,T,58.0,O,P,558,SABAO PO GIRANDO SOL DIA DIA 1K SCH ROSA,606640,"1,0 KG",0.0,N,391,D,17896404606647,20.0,20.0,60.0,33.0,14.0,20.344,20.0
15,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,18,1,101,A,T,58.0,O,P,558,SABAO PO GIRANDO SOL DIA DIA 1K SCH ROSA,606640,"1,0 KG",0.0,N,391,E,7896404606640,1.0,1.0,23.0,19.5,5.0,1.012,1.0
16,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,18,1,101,A,T,58.0,O,P,558,SABAO PO GIRANDO SOL DIA DIA 1K SCH ROSA,606640,"1,0 KG",0.0,N,391,I,7369714,1.0,1.0,23.0,19.5,5.0,1.012,1.0
17,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,46,1,101,A,T,500.0,O,P,556,SABAO PO GIRANDO SOL DIA DIA 1K SCH AZUL,606626,"1,0 KG",365.0,N,391,D,17896404606623,20.0,20.0,60.0,33.0,14.0,20.344,20.0
18,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,46,1,101,A,T,500.0,O,P,556,SABAO PO GIRANDO SOL DIA DIA 1K SCH AZUL,606626,"1,0 KG",365.0,N,391,E,7896404606626,1.0,1.0,23.0,19.5,5.0,1.012,1.0
19,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,LF,FR,01,10.0,10.0,R02,46,1,101,A,T,500.0,O,P,556,SABAO PO GIRANDO SOL DIA DIA 1K SCH AZUL,606626,"1,0 KG",365.0,N,391,I,7361814,1.0,1.0,23.0,19.5,5.0,1.012,1.0
20,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FA,FR,01,6.0,6.0,R11,69,1,101,A,T,457.0,O,P,32186,LENTILHA JUREIA 400GR,251331,400GR,180.0,N,31441,D,27896348207877,12.0,12.0,40.0,26.0,30.0,4.848,4.8
21,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FA,FR,01,6.0,6.0,R11,69,1,101,A,T,457.0,O,P,32186,LENTILHA JUREIA 400GR,251331,400GR,180.0,N,31441,E,7896348207873,1.0,1.0,30.0,16.0,15.0,0.404,0.4
22,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FA,FR,01,6.0,6.0,R08,43,1,101,A,T,983.0,O,P,25503,ABACAXI CALDA MAESTRIA PEDACO 400G,,400G,365.0,N,24693,D,17898935234153,12.0,12.0,23.2,20.5,30.7,4.8,9.84
23,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FA,FR,01,6.0,6.0,R08,43,1,101,A,T,983.0,O,P,25503,ABACAXI CALDA MAESTRIA PEDACO 400G,,400G,365.0,N,24693,E,7898935234156,1.0,1.0,11.8,9.9,10.5,0.4,0.82
24,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R12,44,1,101,A,T,428.0,O,P,26323,OLEO CANOLA SALADA 900ML,135304,900 ML,270.0,N,25557,D,17891107111924,20.0,20.0,32.0,26.0,40.0,19.0,18.0
25,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R12,44,1,101,A,T,428.0,O,P,26323,OLEO CANOLA SALADA 900ML,135304,900 ML,270.0,N,25557,E,7891107111927,1.0,1.0,26.0,8.0,8.0,0.95,0.9
26,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R12,84,1,202,A,T,151.0,O,P,6425,CANJIQUINHA SINHA FINA 500GR,1257,500GR,150.0,N,5699,D,17892300017297,20.0,20.0,17.0,40.0,24.0,10.06,10.0
27,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R12,84,1,202,A,T,151.0,O,P,6425,CANJIQUINHA SINHA FINA 500GR,1257,500GR,150.0,N,5699,E,7892300017290,1.0,1.0,14.0,14.0,3.0,0.503,0.5
28,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,D,57891125063005,12.0,12.0,31.7,24.3,32.0,19.445,12.0
29,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,E,7891125063000,1.0,1.0,31.1,7.9,7.9,1.546,1.0
30,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,FG,FR,01,5.0,5.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,I,1170411,1.0,1.0,31.1,7.9,7.9,1.546,1.0
31,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,CO,CO,01,1.0,1.0,BCO,21,1,302,A,T,1596.0,O,P,39966,BALA TIC TAC 16G FRUTAS C/14UN,77118137,,365.0,N,38879,B,7898024396482,14.0,14.0,6.4,8.0,10.5,0.33,0.229
32,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,CO,CO,01,1.0,1.0,BCO,21,1,302,A,T,1596.0,O,P,39966,BALA TIC TAC 16G FRUTAS C/14UN,77118137,,365.0,N,38879,D,17898024396489,336.0,336.0,20.5,22.5,33.0,8.0,6.0
33,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,42900,2,1,CO,CO,01,1.0,1.0,BCO,21,1,302,A,T,1596.0,O,P,39966,BALA TIC TAC 16G FRUTAS C/14UN,77118137,,365.0,N,38879,E,78934696,1.0,1.0,6.4,10.0,38.0,0.022,0.016
34,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,30,1,103,A,T,771.0,O,P,38766,SABONETE LUX 85GR LIRIO AZUL,,85GR,1080.0,N,25578,E,7891150059917,1.0,1.0,5.5,8.0,3.0,0.09,0.085
35,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,78,1,101,A,T,404.0,O,P,38726,SABONETE LUX 85GR FLOR DE VERBENA,,85GR,1080.0,N,25578,D,67891150059858,108.0,108.0,25.5,17.6,35.1,9.76,9.18
36,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,78,1,101,A,T,404.0,O,P,38726,SABONETE LUX 85GR FLOR DE VERBENA,,85GR,1080.0,N,25578,E,7891150059856,1.0,1.0,5.5,8.0,3.0,0.09,0.085
37,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,86,1,101,A,T,355.0,O,P,38725,SABONETE LUX 85GR FLOR DE BAUNILH,,85GR,1080.0,N,25578,D,67891150059865,108.0,108.0,25.5,17.6,35.1,9.76,9.18
38,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,86,1,101,A,T,355.0,O,P,38725,SABONETE LUX 85GR FLOR DE BAUNILH,,85GR,1080.0,N,25578,E,7891150059863,1.0,1.0,5.5,8.0,3.0,0.09,0.085
39,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,12,1,103,A,T,622.0,O,P,35931,SABONETE LUX 85GR ROSAS FRANCESAS,67442779,85GR,1080.0,N,25578,D,67891150059872,108.0,108.0,25.5,17.6,35.1,9.76,9.18
40,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,12.0,12.0,R03,12,1,103,A,T,622.0,O,P,35931,SABONETE LUX 85GR ROSAS FRANCESAS,67442779,85GR,1080.0,N,25578,E,7891150059870,1.0,1.0,5.5,8.0,3.0,0.09,0.085
41,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R02,48,1,101,A,T,1012.0,O,P,33724,SAPOLIO RADIUM CREMOSO 300 M L LAVANDA,14023,,1095.0,N,32940,D,17891022851424,12.0,12.0,23.0,12.0,9.0,5.148,5.148
42,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R02,48,1,101,A,T,1012.0,O,P,33724,SAPOLIO RADIUM CREMOSO 300 M L LAVANDA,14023,,1095.0,N,32940,E,7891022849974,1.0,1.0,22.3,4.1,6.9,0.429,0.429
43,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R02,58,1,101,A,T,945.0,O,P,367,SAPOLIO RADIUM CREMOSO 300ML PINHO,14021,300 ML,1095.0,N,288,D,17891022851400,12.0,12.0,23.0,12.1,9.5,5.286,5.286
44,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R02,58,1,101,A,T,945.0,O,P,367,SAPOLIO RADIUM CREMOSO 300ML PINHO,14021,300 ML,1095.0,N,288,E,7891022100150,1.0,1.0,22.3,4.1,6.9,0.429,0.429
45,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R02,58,1,101,A,T,945.0,O,P,367,SAPOLIO RADIUM CREMOSO 300ML PINHO,14021,300 ML,1095.0,N,288,I,2160210,1.0,1.0,22.3,4.1,6.9,0.429,0.429
46,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R01,52,1,101,A,T,2287.0,O,P,366,SAPOLIO RADIUM CREMOSO 300ML LIMAO,14020,300 ML,500.0,N,288,D,17891022851394,12.0,12.0,23.0,12.1,9.5,5.286,5.286
47,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,LF,FR,01,6.0,6.0,R01,52,1,101,A,T,2287.0,O,P,366,SAPOLIO RADIUM CREMOSO 300ML LIMAO,14020,300 ML,500.0,N,288,E,7891022100143,1.0,1.0,22.3,4.1,6.9,0.429,0.429
48,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FA,FR,01,12.0,12.0,R09,31,1,101,A,T,1334.0,O,P,2676,FERM QMC ROYAL 100GR PT,96000,100 GR,150.0,N,2094,D,17622300119604,72.0,72.0,21.5,23.5,34.0,8.881,8.881
49,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FA,FR,01,12.0,12.0,R09,31,1,101,A,T,1334.0,O,P,2676,FERM QMC ROYAL 100GR PT,96000,100 GR,150.0,N,2094,E,7622300119621,1.0,1.0,6.8,5.0,5.0,0.115,0.115
50,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FA,FR,01,12.0,12.0,R09,31,1,101,A,T,1334.0,O,P,2676,FERM QMC ROYAL 100GR PT,96000,100 GR,150.0,N,2094,E,7622300119607,12.0,12.0,7.0,16.0,20.5,1.373,1.373
51,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FA,FR,01,12.0,12.0,R09,31,1,101,A,T,1334.0,O,P,2676,FERM QMC ROYAL 100GR PT,96000,100 GR,150.0,N,2094,I,8550313,1.0,1.0,6.8,5.0,5.0,0.115,0.115
52,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,21,1,101,A,T,27.0,O,P,30925,VERMOUTH MARTINI 750 ML ROSATO,05168,,1080.0,N,30278,D,57891125000086,12.0,12.0,32.0,27.0,28.5,15.84,9.432
53,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,21,1,101,A,T,27.0,O,P,30925,VERMOUTH MARTINI 750 ML ROSATO,05168,,1080.0,N,30278,E,7891125000081,1.0,1.0,31.2,8.7,6.9,1.32,0.786
54,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,47,1,101,A,T,489.0,O,P,30924,VERMOUTH MARTINI 750 ML BIANCO,05110,,1080.0,N,30278,D,57891125000079,12.0,12.0,32.0,27.0,28.5,15.84,9.432
55,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,47,1,101,A,T,489.0,O,P,30924,VERMOUTH MARTINI 750 ML BIANCO,05110,,1080.0,N,30278,E,7891125000074,1.0,1.0,31.2,8.7,6.9,1.32,0.786
56,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,88,1,101,A,T,55.0,O,P,2245,BITTER UNDERBERG BRASILBERG 920ML,,920 ML,1000.0,N,1697,B,512,6.0,6.0,27.0,10.0,10.0,8.802,5.52
57,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,88,1,101,A,T,55.0,O,P,2245,BITTER UNDERBERG BRASILBERG 920ML,,920 ML,1000.0,N,1697,D,07896019302128,12.0,12.0,31.0,38.0,28.0,17.969,11.04
58,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,88,1,101,A,T,55.0,O,P,2245,BITTER UNDERBERG BRASILBERG 920ML,,920 ML,1000.0,N,1697,E,7896019302012,1.0,1.0,30.2,9.0,9.0,1.467,0.92
59,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,3.0,3.0,R13,88,1,101,A,T,55.0,O,P,2245,BITTER UNDERBERG BRASILBERG 920ML,,920 ML,1000.0,N,1697,I,1124511,1.0,1.0,30.2,9.0,9.0,1.467,0.92
60,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,6.0,6.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,D,57891125063005,12.0,12.0,31.7,24.3,32.0,19.445,12.0
61,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,6.0,6.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,E,7891125063000,1.0,1.0,31.1,7.9,7.9,1.546,1.0
62,2019-11-26 10:49:26,1,173587,01,SAO BONIFACIO/ITAPEMA,E,753,1.21669645,A,1,S,3478.96,68579,4,1,FG,FR,01,6.0,6.0,R13,15,1,101,A,T,143.0,O,P,728,VODKA NATASHA 1L,0001,"1,0 LT",0.0,N,539,I,1170411,1.0,1.0,31.1,7.9,7.9,1.546,1.0
63,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,17,1,102,A,T,333.0,O,P,9133,FILTRO PAPEL MELITTA 102 C/30,1888,C/30,1000.0,N,8472,D,27891021001902,48.0,48.0,25.0,32.0,35.0,3.098,3.098
64,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,17,1,102,A,T,333.0,O,P,9133,FILTRO PAPEL MELITTA 102 C/30,1888,C/30,1000.0,N,8472,E,7891021001885,1.0,1.0,12.0,2.5,17.0,0.033,0.033
65,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,17,1,102,A,T,333.0,O,P,9133,FILTRO PAPEL MELITTA 102 C/30,1888,C/30,1000.0,N,8472,E,7891021001908,6.0,6.0,17.0,12.0,11.5,0.326,0.326
66,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,66,1,101,A,T,1365.0,O,P,6273,FILTRO PAPEL BRIGITTA 102 C/30,2108,30 UN,1095.0,N,5552,D,27891021002114,48.0,48.0,24.5,31.2,34.9,3.36,3.36
67,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,66,1,101,A,T,1365.0,O,P,6273,FILTRO PAPEL BRIGITTA 102 C/30,2108,30 UN,1095.0,N,5552,E,7891021002103,1.0,1.0,12.5,2.6,17.4,0.07,0.07
68,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,66,1,101,A,T,1365.0,O,P,6273,FILTRO PAPEL BRIGITTA 102 C/30,2108,30 UN,1095.0,N,5552,E,7891021002110,6.0,6.0,12.5,15.6,17.4,0.42,0.42
69,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,52,1,101,A,T,1751.0,O,P,6178,FILTRO PAPEL BRIGITTA 103 C/30,2128,30 UN,1095.0,N,5417,B,7891021002134,6.0,6.0,21.0,15.8,12.0,0.533,0.533
70,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,52,1,101,A,T,1751.0,O,P,6178,FILTRO PAPEL BRIGITTA 103 C/30,2128,30 UN,1095.0,N,5417,D,27891021002138,48.0,48.0,31.4,31.2,41.6,4.564,4.564
71,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R04,52,1,101,A,T,1751.0,O,P,6178,FILTRO PAPEL BRIGITTA 103 C/30,2128,30 UN,1095.0,N,5417,E,7891021002127,1.0,1.0,20.8,3.0,16.0,0.087,0.087
72,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,25,1,101,A,T,1836.0,O,P,5058,FILTRO PAPEL MELITTA 103 C/30,1948,C/30,1095.0,N,4398,B,7891021001960,6.0,6.0,20.5,15.5,11.5,0.533,0.533
73,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,25,1,101,A,T,1836.0,O,P,5058,FILTRO PAPEL MELITTA 103 C/30,1948,C/30,1095.0,N,4398,D,27891021001964,48.0,48.0,31.4,31.2,41.6,4.504,4.504
74,2019-05-28 22:47:07,1,173566,01,FPO,E,1897,4.40978229,A,65,S,0.0,70728,12,14,LF,FR,01,1.0,1.0,R05,25,1,101,A,T,1836.0,O,P,5058,FILTRO PAPEL MELITTA 103 C/30,1948,C/30,1095.0,N,4398,E,7891021001946,1.0,1.0,20.8,15.4,2.4,0.084,0.084
