,seqproduto,desccompleta,descreduzida,codrua,nropredio,nroapartamento,nrosala,especieendereco,indterreoaereo,qtdatual,statusendereco,tipespecie,nroempresa,nrocarga,coddepossepar,destino,tipentrega,pesototal,mcubtotal,nrobox,statuscarga,valorcarga,seqlote,qtdcontada,seqatividade,codtipatividade,nroquebra,mesano,peso,metragemcubica,qtdvolume,qtditem,indexclusao,grauprioridade,statusrf,statusatividade,tipseparacao,tiplote,pesototallote,mcubtotallote,qtdvolumelote,qtditemlote,seqordenacaoseparacao,seqpessoa,qtdembcarga,qtdembsolcarga,qtdembsepcarga,nropedvenda,embalagem,pesobruto,pesoliquido,altura,largura,profundidade,status
1739,13293,EXTRATO TOMATE BONARE 340GR SCH,EXT TOMATE BONARE,R07,22,1,101,A,T,984.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79372,24,1,1,0,CX,12.0,12.0,10.0,20.0,35.0,L
1740,4053,ERVILHA BONARE 2KG LT,ERVILHA BONARE 2KG,R08,39,1,101,A,T,100.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,75713,6,1,1,0,CX,12.0,12.265999999999998,18.5,31.6,47.3,L
1741,2690,FERM QMC ROYAL 250GR PT,FERM ROYAL POT 250GR,R09,63,1,101,A,T,1323.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,64602,48,1,1,0,CX,13.620999999999999,13.620999999999999,24.0,27.5,40.5,L
1742,2676,FERM QMC ROYAL 100GR PT,FERM ROYAL PT 100GR,R06,43,1,101,A,T,4739.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,64602,72,1,1,0,CX,8.881,8.881,21.5,23.5,34.0,L
1743,1276,MAIONESE HELLMANNS 500GR,MAION HELM 500G,R09,59,1,101,A,T,1331.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,39286,12,1,1,0,CX,6.494,6.494,14.4,31.0,14.0,L
1744,1276,MAIONESE HELLMANNS 500GR,MAION HELM 500G,R09,59,1,101,A,T,1331.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,64602,12,10,10,0,CX,6.494,6.494,14.4,31.0,14.0,L
1745,716,LEITE COND PIRACANJUBA 395G TP,LE COND PIRAC 395,R06,67,1,101,A,T,286.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79337,27,1,1,0,CX,10.665,10.665,12.5,20.2,20.2,L
1746,716,LEITE COND PIRACANJUBA 395G TP,LE COND PIRAC 395,R06,67,1,101,A,T,286.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79373,27,1,1,0,CX,10.665,10.665,12.5,20.2,20.2,L
1747,715,ACHOC PIRACANJUBA LIQ 200ML TP,ACHOC PIRAC 200ML TP,R06,68,1,101,A,T,1146.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79372,27,2,2,0,CX,6.042000000000001,5.4,9.0,20.0,20.0,L
1748,715,ACHOC PIRACANJUBA LIQ 200ML TP,ACHOC PIRAC 200ML TP,R06,68,1,101,A,T,1146.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79426,27,2,2,0,CX,6.042000000000001,5.4,9.0,20.0,20.0,L
1749,714,CREME LEITE PIRACANJUBA 200G TP,CR LEITE PIRAC 200GR,R06,102,1,101,A,T,1944.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79372,27,1,1,0,CX,5.74,5.74,9.0,19.5,19.5,L
1750,714,CREME LEITE PIRACANJUBA 200G TP,CR LEITE PIRAC 200GR,R06,102,1,101,A,T,1944.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79373,27,1,1,0,CX,5.74,5.74,9.0,19.5,19.5,L
1751,688,VINAGRE HEINIG VINHO 750ML TINTO,VINAGRE HEINIG V TTO,R07,35,1,101,A,T,726.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,42254,12,1,1,0,CX,9.62,9.62,25.5,32.0,23.5,L
1752,688,VINAGRE HEINIG VINHO 750ML TINTO,VINAGRE HEINIG V TTO,R07,35,1,101,A,T,726.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,64602,12,1,1,0,CX,9.62,9.62,25.5,32.0,23.5,L
1753,685,VINAGRE HEINIG ALCOOL 900ML,VINAGRE HEINIG ALCOO,R08,2,1,101,A,T,38.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,42254,12,1,1,0,CX,11.501,11.501,25.5,32.0,23.5,L
1754,685,VINAGRE HEINIG ALCOOL 900ML,VINAGRE HEINIG ALCOO,R08,2,1,101,A,T,38.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79373,12,1,1,0,CX,11.501,11.501,25.5,32.0,23.5,L
1755,684,VINAGRE HEINIG MACA 750ML,VINAGRE HEINIG MACA,R07,29,1,101,A,T,631.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,64602,12,1,1,0,CX,9.279,9.0,25.5,32.0,23.5,L
1756,676,DA FILO OREGANO 5GR,DA FILO OREGANO 5GR,R10,85,1,201,A,T,228.996,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79337,12,1,1,0,FD,0.21600000000000003,0.21600000000000003,7.0,13.0,23.0,L
1757,308,M TOMATE QUERO MANJERICAO 340GR SCH,M PRO MANJERI QUERO,R08,87,1,101,A,T,789.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,39286,24,1,1,0,CX,8.904,8.904,23.0,20.4,31.6,L
1758,307,M TOMATE QUERO TRADICIONAL 340G SCH,M T TR REF QUER 340G,R08,33,1,101,A,T,1074.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,79426,24,1,1,0,CX,8.81,8.81,23.0,20.4,31.6,L
1759,296,MILHO VERDE QUERO 2KG LT,MILHO VDE QUERO 2K,R06,25,1,101,A,T,95.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,75713,6,1,1,0,CX,21.291999999999998,21.291999999999998,18.0,31.6,47.3,L
1760,131,ALCAPARRA 60GR VD V FERTIL,ALCAP V FER 60G,R07,58,1,203,A,T,443.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,39286,12,1,1,0,CX,2.927,2.927,13.0,13.0,17.2,L
1761,122,AZEITONA VERDE INT 200GR V FERTIL,AZEITO VFE VER 200G,R07,56,1,201,A,T,71.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,9,0,6572884,SE,0,,454.191,0.69792323,56,33,N,4,,A,AL,AG,454.191,0.69792323,56,33,374,66061,24,1,1,0,CX,13.987,4.8,15.9,25.7,38.2,L
1762,31785,SAL ZIZO GROSSO CHURRASCO 1 KG,SAL ZIZO CHURRASCO 1,B11,19,1,101,A,T,5995.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,42254,15,1,1,0,FD,15.675,15.675,8.5,15.0,22.5,L
1763,31784,SAL ZIZO REFINADO 1 KG,SAL ZIZO REFINADO 1K,B11,17,1,101,A,T,13122.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,42254,15,1,1,0,FD,16.05,15.0,8.5,15.0,22.5,L
1764,31784,SAL ZIZO REFINADO 1 KG,SAL ZIZO REFINADO 1K,B11,17,1,101,A,T,13122.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,66061,15,2,2,0,FD,16.05,15.0,8.5,15.0,22.5,L
1765,31784,SAL ZIZO REFINADO 1 KG,SAL ZIZO REFINADO 1K,B11,17,1,101,A,T,13122.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,79337,15,2,2,0,FD,16.05,15.0,8.5,15.0,22.5,L
1766,2520,FEIJAO CALDAO VERMELHO 1KG,FEIJ CALDAO VM 1KG,R10,14,1,101,A,T,650.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,79426,10,1,1,0,FD,10.154,10.0,25.0,17.0,40.0,L
1767,2181,FARINHA MANDIOCA TUPA EX FINA 1KG,FAR MAND TUPA 1KG,R10,29,1,101,A,T,228.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,39286,20,1,1,0,CX,21.008000000000003,21.008000000000003,16.0,38.0,45.0,L
1768,1524,ACUCAR CARAVELAS REF 5KG,ACUC CARAVELAS 5KG,R10,1,1,101,A,T,157.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,75713,6,1,1,0,FD,30.174,30.0,19.0,33.0,55.0,L
1769,1523,ACUCAR CARAVELAS REF 1KG,ACUC CARAVELAS 1KG,R10,9,1,101,A,T,860.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,66061,10,5,5,0,FD,10.106,10.0,14.0,22.0,40.0,L
1770,1508,FARINHA TRIGO DONA BENTA 1KG,TRIGO DONA BENTA 1KG,R10,25,1,101,A,T,697.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,64602,10,10,10,0,FD,10.0,10.0,14.0,25.0,45.0,L
1771,1459,ARROZ PARBO 5KG MINUTINHO,ARROZ MINUT PARBO 5K,R10,24,1,101,A,T,192.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,54820,6,3,3,0,FD,30.21,30.0,18.0,35.0,55.0,L
1772,1458,ARROZ PARBO 1KG MINUTINHO,ARROZ MINUT AMARE 1K,R10,31,1,101,A,T,51.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,79426,10,1,1,0,FD,10.14,10.0,12.0,23.0,30.0,L
1773,1458,ARROZ PARBO 1KG MINUTINHO,ARROZ MINUT AMARE 1K,R10,31,1,101,A,T,51.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,81036,10,3,3,0,FD,10.14,10.0,12.0,23.0,30.0,L
1774,1316,FARINHA TRIGO TRES COROAS 5K,TRIGO TRES COROAS 5K,R10,26,1,101,A,T,159.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,75713,5,4,4,0,FD,25.599,25.599,29.0,22.0,70.0,L
1775,1306,ARROZ BRANCO 1KG KIARROZ,ARROZ KIARROZ BCO 1K,R10,22,1,101,A,T,1173.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,79372,10,1,1,0,FD,10.11,10.11,18.0,32.0,58.0,L
1776,1303,ARROZ PARBO 1KG KIARROZ,ARROZ PARBO 1KG KIAR,R10,23,1,101,A,T,1050.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,42254,10,3,3,0,FD,10.03,10.03,16.0,35.0,54.0,L
1777,1302,ARROZ PARBO 5KG KIARROZ/FUMACENSE,ARROZ PARBO 5KG KIAR,R10,10,1,101,A,T,123.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,66061,6,1,1,0,FD,30.234,30.234,21.0,32.0,60.0,L
1778,921,FARINHA TRIGO NITA 5KG,FAR TRIGO NITA 5KG,R10,6,1,101,A,T,60.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,69850,5,1,1,0,FD,25.348000000000003,25.348000000000003,32.0,20.0,60.0,L
1779,920,FARINHA TRIGO NITA 1KG,FAR TRIGO NITA 1KG,R10,38,1,101,A,T,333.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,42254,10,1,1,0,FD,10.29,10.0,16.0,21.5,42.0,L
1780,920,FARINHA TRIGO NITA 1KG,FAR TRIGO NITA 1KG,R10,38,1,101,A,T,333.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,64602,10,7,7,0,FD,10.29,10.0,16.0,21.5,42.0,L
1781,839,POLENTA SINHA PRECOZIDA 500GR,POLENTA SINHA 500GR,R10,4,1,101,A,T,676.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,64602,12,3,3,0,FD,6.305,6.305,15.0,19.0,32.5,L
1782,837,FUBA SINHA MIMOSO 1KG MEDIO,FUBA SINHA MIMOSO 1 KG M,R10,7,1,101,A,T,919.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,64602,20,2,2,0,FD,20.28,20.0,19.0,34.0,46.0,L
1783,836,FUBA SINHA MIMOSO 1KG GROSSO,FUBA SINHA MIMOSO 1 KG G,R10,32,1,101,A,T,1071.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,10,0,6572886,SE,0,,799.234,1.066235,55,18,N,4,,A,FA,BF,799.234,1.066235,55,18,375,64602,20,1,1,0,FD,20.28,20.0,19.0,34.0,46.0,L
1784,17494,FAROFA DE MANDIOCA SINHA 250GR,FAROFA PR MAND SINHA,R10,91,1,102,A,T,290.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,11,0,6572888,SE,0,,54.397,0.090215,6,4,N,4,,A,FA,BF,54.397,0.090215,6,4,430,79373,10,1,1,0,CX,2.6,2.55,15.0,30.0,30.0,L
1785,2606,ARROZ ARBORIO 1KG PAGANINI,ARROZ PAG ARB 1KG,R11,33,1,101,A,T,422.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,11,0,6572888,SE,0,,54.397,0.090215,6,4,N,4,,A,FA,BF,54.397,0.090215,6,4,430,39286,10,1,1,0,CX,10.715,10.715,20.5,26.0,31.0,L
1786,1315,FARINHA TRIGO R BRANCA 1KG,TRIGO R BRANCA 1K,R10,39,1,101,A,T,150.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,11,0,6572888,SE,0,,54.397,0.090215,6,4,N,4,,A,FA,BF,54.397,0.090215,6,4,430,79372,10,1,1,0,FD,10.212,10.0,18.0,26.0,36.0,L
1787,920,FARINHA TRIGO NITA 1KG,FAR TRIGO NITA 1KG,R10,38,1,101,A,T,333.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,11,0,6572888,SE,0,,54.397,0.090215,6,4,N,4,,A,FA,BF,54.397,0.090215,6,4,430,64602,10,3,3,0,FD,10.29,10.0,16.0,21.5,42.0,L
1788,40212,AGUA SANITARIA GOTA LIMPA 5L,AGUA SANITARIA GOTA ,R02,89,1,101,A,T,63.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,79919,3,1,1,0,CX,16.3,15.0,29.5,18.5,39.5,L
1789,38293,SC LIXO TOTE 75X90X10 C/100 110L PRETO,SC LIXO TOTE 75X90X1,R02,59,1,101,A,T,68.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,37984,1,2,2,0,FD,3.75,3.75,9.0,7.5,0.1,L
1790,38293,SC LIXO TOTE 75X90X10 C/100 110L PRETO,SC LIXO TOTE 75X90X1,R02,59,1,101,A,T,68.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,54820,1,1,1,0,FD,3.75,3.75,9.0,7.5,0.1,L
1791,38290,SC LIXO TOTE 63X80X8 C/100 50L PRETO,SC LIXO TOTE 63X80X8,R03,7,1,203,A,T,14.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,79919,1,1,1,0,FD,2.33,2.33,8.0,6.3,0.8,L
1792,37744,ALCOOL LIQUIDO FLOPS 70Â° 1L,ALCOOL LIQUIDO FLOPS,R01,83,1,101,A,T,481.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,54820,12,1,1,0,CX,11.208,10.8,25.8,26.0,34.5,L
1793,37744,ALCOOL LIQUIDO FLOPS 70Â° 1L,ALCOOL LIQUIDO FLOPS,R01,83,1,101,A,T,481.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,75713,12,2,2,0,CX,11.208,10.8,25.8,26.0,34.5,L
1794,27023,PANO MR PLUS BOBINA 240MX28CM AZUL,PANO TALGE BOBINA 24,R01,47,1,101,A,T,58.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,54820,1,1,1,0,UN,2.65,2.65,30.0,25.0,25.0,L
1795,27023,PANO MR PLUS BOBINA 240MX28CM AZUL,PANO TALGE BOBINA 24,R01,47,1,101,A,T,58.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,75713,1,1,1,0,UN,2.65,2.65,30.0,25.0,25.0,L
1796,24677,"ALCOOL FLOPS 92,8 1L","ALCOOL FLOPS 92,8 1L",R01,77,1,101,A,T,228.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,79337,12,2,2,0,CX,11.335,10.614,25.7,26.0,34.3,L
1797,9474,SABAO BARRA YPE C/5 200GR NEUTRO,SB BR YPE NEUTRO,R02,85,1,101,A,T,379.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,75713,20,1,1,0,CX,20.382,20.0,9.0,5.5,20.0,L
1798,2102,VASSOURA NOVICA ORIGINAL C/CABO,VASS BETT NOVICA ORI,R03,39,1,102,A,T,30.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,42254,15,1,1,0,CX,6.99,6.285,1.3,0.3,1.2,L
1799,986,AGUA SANITARIA QBOA 2L,AGUA SANIT QBOA 2L,R01,50,1,101,A,T,564.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,79337,6,1,1,0,CX,13.423,13.423,30.0,22.0,33.0,L
1800,985,AGUA SANITARIA QBOA 1L,AGUA SANIT QBOA 1L,R01,2,1,101,A,T,1101.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,42254,12,1,1,0,CX,13.479000000000001,13.479000000000001,27.0,24.0,33.0,L
1801,182,DETERGENTE LIMPOL 500ML COCO,LIMPOL COCO 500ML,R01,108,1,101,A,T,1484.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,39286,24,1,1,0,CX,13.21,12.0,26.0,35.0,23.5,L
1802,180,DETERGENTE LIMPOL 500ML NEUTRO,LIMPOL NEUT 500ML,R01,3,1,101,A,T,919.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,39286,24,1,1,0,CX,13.21,12.0,26.0,35.0,23.5,L
1803,179,DETERGENTE LIMPOL 500ML LIMAO,LIMPOL LIMAO 500ML,R01,49,1,101,A,T,581.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,39286,24,1,1,0,CX,13.21,12.0,26.0,35.0,23.5,L
1804,178,DETERGENTE LIMPOL 500ML CRISTAL,LIMPOL CRISTAL 500ML,R01,72,1,101,A,T,2619.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,12,0,6572890,SE,0,,211.798,0.32546349,21,14,N,4,,A,LI,LG,211.798,0.32546349,21,14,431,39286,24,2,2,0,CX,13.21,12.0,26.0,35.0,23.5,L
1805,29804,VELA SANTA CRUZ BR C/8 14GR NÂº 4,VELA ST CRUZ BR 14G,R12,59,1,201,A,T,144.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,13,0,6572892,SE,0,,13.417,0.10457538,3,3,N,4,,A,LV,FL,13.417,0.10457538,3,3,432,42254,24,1,1,0,CX,2.688,2.688,12.0,24.0,19.0,L
1806,2164,COPO PLAS COPOBRAS TR C/50 500ML CHOPP 550 LISO,CP COPOBRAS TRAN 500,R11,80,1,101,A,T,101.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,13,0,6572892,SE,0,,13.417,0.10457538,3,3,N,4,,A,LV,FL,13.417,0.10457538,3,3,432,79919,20,1,1,0,CX,6.729,6.729,47.0,38.5,47.0,L
1807,1989,"GUARD FACE A FACE 20X22,5 C/50UN(100PCTS)","GUARD FFACE 20X22,5",R12,1,1,101,A,T,1400.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,13,0,6572892,SE,0,,13.417,0.10457538,3,3,N,4,,A,LV,FL,13.417,0.10457538,3,3,432,79337,100,1,1,0,CX,4.0,4.0,24.5,22.5,25.5,L
1808,41097,P HIG CISNE FL DUPLA 30MT C/12 NEUTRO,P HIG CISNE FL DUPLA,B15,12,1,101,A,T,52.0,O,P,1,193259,1,IMBITUBA,E,3160,6.57884576,75,S,27801.83,14,0,6572894,SE,0,,236.93,1.9049085,37,14,N,4,,A,LV,FF,236.93,1.9049085,37,14,435,79513,4,1,1,0,FD,1.0,1.0,1.0,1.0,1.0,L
