,seqproduto,desccompleta,descreduzida,codrua,nropredio,nroapartamento,nrosala,especieendereco,indterreoaereo,qtdatual,statusendereco,tipespecie,nroempresa,nrocarga,coddepossepar,destino,tipentrega,pesototal,mcubtotal,nrobox,statuscarga,valorcarga,seqlote,qtdcontada,seqatividade,codtipatividade,nroquebra,mesano,peso,metragemcubica,qtdvolume,qtditem,indexclusao,grauprioridade,statusrf,statusatividade,tipseparacao,tiplote,pesototallote,mcubtotallote,qtdvolumelote,qtditemlote,seqordenacaoseparacao,seqpessoa,qtdembcarga,qtdembsolcarga,qtdembsepcarga,nropedvenda,embalagem,pesobruto,pesoliquido,altura,largura,profundidade,status
0,8975,P TOALHA STYLUS 22X20 C/2,P TOALHA STYLUS C/2,B15,40,1,101,A,T,861.0,O,P,1,193228,1,CDA NORTE - MAFRA,E,707,1.43170578,55,S,3951.13,9,0,6572422,SE,0,,15.221,0.22554,4,3,N,4,,A,LV,FF,15.221,0.22554,4,3,38,54687,12,1,1,0,FD,2.81,2.81,20.0,66.0,45.0,L
1,760,P HIG PALOMA FL SIMP C/4 30MT PERF,P HIG PALOM C/4 PERF,B15,3,1,101,A,T,282.0,O,P,1,193228,1,CDA NORTE - MAFRA,E,707,1.43170578,55,S,3951.13,9,0,6572422,SE,0,,15.221,0.22554,4,3,N,4,,A,LV,FF,15.221,0.22554,4,3,38,54687,16,1,1,0,FD,4.137,4.137,20.0,71.0,39.0,L
2,759,P HIG PALOMA FL SIMP C/4 30MT NEUTRO,P HIG PALOM C/4 NEUT,B15,27,1,101,A,T,241.0,O,P,1,193228,1,CDA NORTE - MAFRA,E,707,1.43170578,55,S,3951.13,9,0,6572422,SE,0,,15.221,0.22554,4,3,N,4,,A,LV,FF,15.221,0.22554,4,3,38,54687,16,2,2,0,FD,4.137,4.137,20.0,71.0,39.0,L
3,28524,GIN TANQUERAY 750ML,GIN TANQUERAY 750ML,BCO,68,1,101,A,T,37.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,57202,1,6,6,0,UN,1.3,0.75,23.0,9.0,6.0,L
4,27302,CHOCOLATE CHOCOCANDY (CONFETE) 500G SABOR CHOC,PASTILHA CONF CHOCOL,BCO,58,1,101,A,T,731.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,46282,12,1,1,0,CX,7.2,6.0,10.0,155.0,23.0,L
5,27209,AMENDOIM CHOCOLATE DORI 500G,AMENDOIM CHOCOLATE D,BCO,24,1,102,A,T,84.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,36694,1,6,6,0,UN,0.6,0.5,18.2,18.0,3.2,L
6,26922,CHOCOLATE KINDER JOY 20G C/12UN,KINDER OVO JOY 20G D,BCO,34,1,301,A,T,120.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,78978,12,2,2,0,DP,0.37200000000000005,0.24,17.5,11.7,13.4,L
7,26884,CREME DE AVELA NUTELLA 650G,CREME DE AVELA NUTEL,BCO,24,1,103,A,T,44.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,36183,1,2,2,0,UN,0.718,0.65,12.0,8.0,5.0,L
8,1611,TEQUILA CUERVO 750ML AMARELA,BEB TEQ CUERVO AMARE,BCO,54,1,201,A,T,39.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,57202,1,2,2,0,UN,1.213,0.75,28.0,8.0,8.0,L
9,1357,GIN SEAGERS 980ML,GIN SEAGRES 980ML,BCO,54,1,101,A,T,34.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,57202,1,2,2,0,UN,0.9279999999999999,0.98,29.2,8.1,8.1,L
10,1084,WHISKY JOHNNIE WALKER RED LABEL 1L,WHISKY J WALKER RED,BCO,14,1,101,A,T,206.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,57202,1,3,3,0,UN,1.5019999999999998,1.0,29.0,9.0,9.0,L
11,731,WHISKY JACK DANIELS 1 L ,WHISKY JACK DANIELS 1 L ,BCO,12,1,101,A,T,263.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,78091,1,1,1,0,UN,1.518,1.0,27.5,8.8,8.8,L
12,291,CHICLE TRIDENT 21/5S MELANCIA,TRIDENT MELANCIA 21,BCO,15,1,201,A,T,264.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,69073,1,1,1,0,DP,0.204,0.204,3.5,8.5,14.2,L
13,286,CHICLE TRIDENT 21/5S TUTI FRUTI,TRIDENT TFRUTI 21,BCO,33,1,302,A,T,249.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,69073,1,1,1,0,DP,0.204,0.204,3.5,8.5,14.2,L
14,284,CHICLE TRIDENT 21/5S MENTA,TRIDENT MENTA 21,BCO,20,1,202,A,T,141.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,1,0,6572426,SE,0,,31.698,0.07369879,28,12,N,4,,A,CO,CO,31.698,0.07369879,28,12,1,69073,1,1,1,0,DP,0.204,0.204,3.5,8.5,14.2,L
15,41336,COQUETEL TUNEL VELHO 3L PET,COQUETEL TUNEL VELHO,R04,81,1,203,A,T,3.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,46260,4,2,2,0,CX,13.0,12.0,33.0,28.0,28.0,L
16,36098,AGUA DE COCO KERO COCO 330 ML 12 UND,AGUA DE COCO KERO CO,R04,36,1,101,A,T,1247.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,77473,12,4,4,0,CX,3.9360000000000004,3.6,15.5,24.0,19.0,L
17,36097,AGUA DE COCO KERO COCO 1 L (12),AGUA DE COCO KERO CO,R04,41,1,101,A,T,336.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,78978,12,3,3,0,CX,12.732000000000001,12.0,20.8,23.4,29.4,L
18,30650,AGUA MINERAL SAO LOURENCO S/ GAS 300 ML,AGUA MINERAL SAO LOU,R04,21,1,101,A,T,2750.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,57202,12,20,20,0,FD,3.9,3.6,19.0,18.0,24.0,L
19,30648,AGUA MINERAL SAO LOURENCO C/GAS 300 ML,AGUA MINERAL SAO LOU,R04,39,1,101,A,T,2667.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,57202,12,5,5,0,FD,3.9,3.6,28.0,24.0,19.0,L
20,30384,AGUA MINERAL FONT LIFE PET S/GAS 510 ML,AGUA MINERAL FONT LI,R04,1,1,102,A,T,6599.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,46260,12,10,10,0,FD,6.6,6.0,19.5,21.0,28.0,L
21,16195,LEITE LONGA VIDA PIRACANJUBA ZERO LACTOSE,LE LV PIRACANJ ZERO LACT,R04,15,1,101,A,T,429.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,46282,12,3,3,0,CX,13.048,12.395999999999999,22.0,24.0,30.0,L
22,2702,LEITE LONGA VIDA TIROL INTEGRAL 1L,LE LV TIROL INTEG,R04,1,1,105,A,T,7089.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,46282,12,1,1,0,CX,12.854000000000001,12.854000000000001,17.0,20.0,39.5,L
23,2464,STEINHAEGER DOBLE W 900ML,STEINHAGER DOBLE 900,R04,46,1,101,A,T,528.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,64219,12,1,1,0,CX,18.929000000000002,10.8,32.0,26.0,35.0,L
24,1635,VODKA RAISKA 1L,VODKA RAISKA 1LT,R04,13,1,101,A,T,427.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,78978,12,3,3,0,CX,18.511,12.0,32.0,27.0,36.5,L
25,909,OLEO SOJA COAMO 900ML PET,OLEO SOJA COAMO 900M,R04,1,1,103,A,T,6600.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,46282,20,4,4,0,CX,17.5,16.5,32.5,32.0,40.5,L
26,909,OLEO SOJA COAMO 900ML PET,OLEO SOJA COAMO 900M,R04,1,1,103,A,T,6600.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,65899,20,1,1,0,CX,17.5,16.5,32.5,32.0,40.5,L
27,909,OLEO SOJA COAMO 900ML PET,OLEO SOJA COAMO 900M,R04,1,1,103,A,T,6600.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,80185,20,1,1,0,CX,17.5,16.5,32.5,32.0,40.5,L
28,78,SUCO MAGUARY CONCENTRADO 500ML MARACUJA,MAGUARY MARACUJA,R04,104,1,203,A,T,36.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,2,0,6572428,SE,0,,481.2,0.91628455,59,12,N,4,,A,BE,BG,481.2,0.91628455,59,12,2,60858,12,1,1,0,CX,6.3,6.3,21.6,28.6,21.5,L
29,41327,VINHO CHI CONCHA Y TORO P. JIMENEZ 750M RVDO CHARD,VINHO CHI CONCHA Y T,R14,80,1,202,M,T,37.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,36694,1,3,3,0,UN,1.5659999999999998,0.75,29.3,7.4,7.4,L
30,32645,FILME TAWCOPLAST PVC 28X300M,FILME TAWCOPLAST PVC,R12,48,1,202,A,T,2.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,72620,1,12,12,0,UN,0.84,0.84,8.0,8.0,28.0,L
31,24261,LUVA LATEX TALGE IND C/ TALCO C/100 G,LUVA LATEX TALGE IND,R12,61,1,201,A,T,96.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,46282,1,2,2,0,UN,0.45,0.45,21.4,5.5,11.0,L
32,24261,LUVA LATEX TALGE IND C/ TALCO C/100 G,LUVA LATEX TALGE IND,R12,61,1,201,A,T,96.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,74785,1,1,1,0,UN,0.45,0.45,21.4,5.5,11.0,L
33,22477,COPO TERM COPOBRAS BR C/25UN 120 ML,CP TERM COPOBR 120ML,R11,65,1,101,A,T,318.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,72620,1,20,20,0,UN,0.038,0.038,7.0,6.8,34.2,L
34,6893,ADESIV SUPER BONDER INST 05GR,SUPER BONDER INST 05,R12,90,1,202,A,T,158.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,36694,1,6,6,0,UN,0.019,0.019,16.5,2.0,9.8,L
35,6178,FILTRO PAPEL BRIGITTA 103 C/30 ,FILTRO BRIGITTA 103,R12,17,1,101,A,T,770.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,37511,6,1,1,0,DP,0.5329999999999999,0.5329999999999999,21.0,15.8,12.0,L
36,781,PALITO DENTAL GINA C/5000UN,PLTO DEN GINA C/5000,R12,33,1,201,A,T,30.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,3,0,6572430,SE,0,,18.691,0.07226991,47,7,N,4,,A,FR,FG,18.691,0.07226991,47,7,3,46282,1,2,2,0,UN,0.578,0.578,11.5,7.8,20.0,L
37,41350,ARROZ INTEGRAL 7 CEREAIS 1KG CAMIL,ARROZ INTEGRAL 7 CER,R14,103,1,203,M,T,68.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46282,1,3,3,0,UN,1.011,1.0,4.0,14.0,22.0,L
38,41334,VINHO BRA VAILATTI 4L BRANCO SECO,VINHO BRA VAILATTI 4,R14,19,1,203,M,T,9.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,60858,1,2,2,0,UN,4.3,4.0,33.0,16.0,16.0,L
39,41333,VINHO BRA VAILATTI 4L TINTO SECO,VINHO BRA VAILATTI 4,R14,24,1,301,M,T,9.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,72163,1,1,1,0,UN,4.3,4.0,33.0,16.0,16.0,L
40,40973,CONS CHAMPIGNON REFINATTO 190GR FAT SACHET,CONS CHAMPIGNON REFI,R15,8,1,101,M,T,151.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,37511,1,4,4,0,UN,0.19,0.1,10.0,9.0,3.0,L
41,40794,"AMENDOIM TORRADO IMPERIAL 1,005KG TRITURADO",AMENDOIM TORRADO IMP,R15,3,1,201,M,T,58.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46282,1,3,3,0,UN,1.015,1.05,19.0,5.0,12.0,L
42,40794,"AMENDOIM TORRADO IMPERIAL 1,005KG TRITURADO",AMENDOIM TORRADO IMP,R15,3,1,201,M,T,58.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,74785,1,1,1,0,UN,1.015,1.05,19.0,5.0,12.0,L
43,40655,XAROPE 1883 1L MACA VERDE PET,XAROPE 1883 1L PET M,R14,9,1,102,M,T,70.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,78091,1,1,1,0,UN,1.35,1.25,30.5,7.7,7.7,L
44,40642,XAROPE 1883 1L AMORA PET,XAROPE 1883 1L PET A,R14,32,1,103,M,T,35.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,78091,1,1,1,0,UN,1.35,1.25,30.5,7.7,7.7,L
45,40430,MOSTARDA AMARELA TELL 3KG (4),MOSTARDA AMARELA TEL,R14,99,1,201,M,T,46.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,74785,1,1,1,0,UN,3.01,3.0,30.0,12.0,12.0,L
46,39484,SAKE NIPPON BRANDS 1700ML,SAKE NIPPON BRANDS 1,R14,22,1,303,M,T,10.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,57202,1,3,3,0,UN,2.17,1.17,33.0,10.0,10.0,L
47,38444,AZEITE DE OLIVA 500 ML E. VIRGEM OLIV DA SERRA,AZEITE DE OLIVA 500,R15,5,1,101,M,T,599.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,78978,1,2,2,0,UN,0.85,0.45,25.9,6.8,6.8,L
48,37464,VINHO CHI CONCHA Y TORO 750ML RVDO SWEET RED,VINHO CHI CONCHA Y T,R14,37,1,204,M,T,46.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,36694,1,2,2,0,UN,1.2,0.75,29.5,8.0,8.0,L
49,35425,FARINHA ROSCA JUREIA 5KG (5),FARINHA ROSCA JUREIA,R14,104,1,101,M,T,73.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,74785,1,3,3,0,UN,5.05,5.0,43.0,4.0,34.0,L
50,34160,AMIDO MILHO NUTRIVITA 1KG,AMIDO MILHO NUTRIVIT,R14,87,1,101,M,T,257.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46735,1,3,3,0,UN,1.016,1.0,4.0,17.0,28.0,L
51,29925,SMIRNOFF ICE 275 ML GAF,VODKA SMIRNF ICE 275,R14,3,1,201,M,T,763.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,60858,6,1,1,0,DP,2.04,1.68,22.0,23.0,35.0,L
52,29465,"CONS PALMITO TOSCANA PICADO 1,8KG PALMEIRA REAL",CONS PALMITO T PICAD,R14,94,1,101,M,T,70.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,74785,1,1,1,0,UN,4.298,3.1,25.0,15.0,15.0,L
53,16334,"COLORIFICO SINHA 1,05KG","COLORIF SINHA 1,05KG",R15,11,1,101,M,T,301.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46194,1,5,5,0,UN,1.057,1.057,4.0,20.0,15.5,L
54,15235,APERITIVO APEROL 750ML,BEB APERIT APER 750,R14,3,1,102,M,T,109.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,78978,1,2,2,0,UN,1.3330000000000002,0.75,30.7,8.5,8.5,L
55,10737,"CALDO QUALIMAX 1,01KG GALINHA","CALD QUAL GAL 1,01K",R14,88,1,201,M,T,84.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,36183,1,5,5,0,UN,1.032,1.01,3.5,7.5,23.0,L
56,10737,"CALDO QUALIMAX 1,01KG GALINHA","CALD QUAL GAL 1,01K",R14,88,1,201,M,T,84.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46282,1,1,1,0,UN,1.032,1.01,3.5,7.5,23.0,L
57,10737,"CALDO QUALIMAX 1,01KG GALINHA","CALD QUAL GAL 1,01K",R14,88,1,201,M,T,84.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,80185,1,3,3,0,UN,1.032,1.01,3.5,7.5,23.0,L
58,10733,SOB MOUSSE QUALIMAX 510GR CHOCOLATE,MOUSSE QUALI CHOC,R15,6,1,301,M,T,19.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46260,1,3,3,0,UN,0.526,0.51,4.0,12.5,19.5,L
59,10073,LEITE PO INST PIRACANJUBA 400G PCT,LE PO PIRACANJUB 400,R14,98,1,202,M,T,136.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,75232,1,2,2,0,UN,0.408,0.4,3.0,21.0,16.0,L
60,4034,LICOR BID CHOCOLATE 720ML,LICOR BID CHOCOLATE,R14,18,1,101,M,T,15.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,65899,1,2,2,0,UN,1.295,1.295,28.0,9.0,9.0,L
61,1702,SACHE MAIONESE DAJUDA C/192 7GR,MAION DAJUDA SCH 7GR,R14,89,1,101,M,T,132.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,46194,1,2,2,0,UN,1.5659999999999998,1.5659999999999998,12.0,21.0,16.0,L
62,1444,CACHACA YPIOCA PRATA 965ML,BEB CACHA YPI PRATA,R14,5,1,102,M,T,82.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,78091,1,6,6,0,UN,1.3769999999999998,1.3769999999999998,31.0,7.0,7.0,L
63,1415,"AMAC CARNE QUALIMAX 1,010KG",AMAC CARNE QUALI 1KG,R14,100,1,202,M,T,107.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,36183,1,4,4,0,UN,1.0390000000000001,1.0390000000000001,26.0,21.0,5.0,L
64,1360,CACHACA 51 PIRASSUNUNGA 965ML,BEB CACHA 51 965ML,R14,7,1,101,M,T,72.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,65899,1,6,6,0,UN,1.432,0.965,31.5,8.5,8.5,L
65,1276,MAIONESE HELLMANNS 500GR,MAION HELM 500G,R14,95,1,202,M,T,198.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,37511,1,6,6,0,UN,0.5329999999999999,0.5329999999999999,13.7,7.7,7.7,L
66,1089,VODKA SMIRNOFF 998ML (12),SMIRNOFF 998ML,R14,1,1,201,M,T,87.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,65899,1,1,1,0,UN,1.454,0.998,30.0,10.0,10.0,L
67,898,WHISKY DRURYS 1L,WHISKY DRURYS,R14,23,1,203,M,T,47.0,O,P,1,193211,1,BLUMENAU/GASPAR,E,1485,3.26363737,56,S,10400.16,4,0,6572432,SE,0,,119.296,0.18863288,100,30,N,4,,A,FR,FA,119.296,0.18863288,100,30,50,69073,1,1,1,0,UN,1.535,1.0,24.7,10.7,10.7,L
